tweet,label,clean_text,label_encoded
Mwanangu alinicheck jana akasema niwadondoshee mchongoKindly   yawezekana yupo kwenye TL yako,neutral,mwanangu alinicheck jana akasema niwadondoshee mchongokindly yawezekana yupo kwenye tl yako,1
Habari Ahsante kwa kuwasiliana nasi Naomba kufahamu sehemu ya tatizo lako kwa msaada zaidi SC,positive,habari ahsante kwa kuwasiliana nasi naomba kufahamu sehemu ya tatizo lako kwa msaada zaidi sc,2
Instagram ukitumia Emoj hii Wanaweza kufungua account yako au kuifuta kabisa maana hiyo Emoj inasimama kuashiria kama alama ya CHUKI hivi,neutral,instagram ukitumia emoj hii wanaweza kufungua account yako au kuifuta kabisa maana hiyo emoj inasimama kuashiria kama alama ya chuki hivi,1
Uroda mnawapa wengine sisi mnatumention kwenye tweets za kutumiwa hela Kila Mtu ale anapopeleka Mboga,neutral,uroda mnawapa wengine sisi mnatumention kwenye tweets za kutumiwa hela kila mtu ale anapopeleka mboga,1
ALHAMDULILAH TUMEPANDA TENA Nimepanda hadi nafasi ya 13 kwenye viwango vya ubora duniani kutoka nafasi ya 24  N,positive,alhamdulilah tumepanda tena nimepanda hadi nafasi ya kwenye viwango vya ubora duniani kutoka nafasi ya n,2
Sisi piahakika nyie ndio mlikua wapinzani haswa Tunashukuru pia tunategemea kuonana siku za usoni zaidi na zaidi,positive,sisi piahakika nyie ndio mlikua wapinzani haswa tunashukuru pia tunategemea kuonana siku za usoni zaidi na zaidi,2
Frank tafadhali tutumie taarifa za akaunti yako kupitia ujumbe mfupi DM kwa msaada zaidi MC,positive,frank tafadhali tutumie taarifa za akaunti yako kupitia ujumbe mfupi dm kwa msaada zaidi mc,2
Ushauri mzuriasante kwa kutuandikia,positive,ushauri mzuriasante kwa kutuandikia,2
Safi kwa kumpa maneno ya faraja support ni kitu muhimu sananakumbuka marehemu Kanumba alichekwa kwa kuongea broken English na wakijua kabisa lugha yetu ni kiswahili,neutral,safi kwa kumpa maneno ya faraja support ni kitu muhimu sananakumbuka marehemu kanumba alichekwa kwa kuongea broken english na wakijua kabisa lugha yetu ni kiswahili,1
omba Mungu asikunyime ukame wa kuwa na marafiki ambao hawachoki kulitaja jina lako kwenye vyumba vilivyojaa fursa,positive,omba mungu asikunyime ukame wa kuwa na marafiki ambao hawachoki kulitaja jina lako kwenye vyumba vilivyojaa fursa,2
Mchango wa sekta binafsi Kufanya tafiti zenye taarifa za kina Kujenga uwezo na uelewa Uchechemuzi unaozingatia taarifa,neutral,mchango wa sekta binafsi kufanya tafiti zenye taarifa za kina kujenga uwezo na uelewa uchechemuzi unaozingatia taarifa,1
Nimekutana na wana toi wanalalamika eti Haya mademu hayalewi yamemaliza wine 2na yanataka choma Boichild anapitia mengi sana,neutral,nimekutana na wana toi wanalalamika eti haya mademu hayalewi yamemaliza wine na yanataka choma boichild anapitia mengi sana,1
Mpigapicha Daniel Msirikale kutoka ameshinda tuzo ya mpigapicha bora 2019 Safal Eye in the Wild Photography,neutral,mpigapicha daniel msirikale kutoka ameshinda tuzo ya mpigapicha bora safal eye in the wild photography,1
Dira ya Madini Africa awamu ya 5 imelenga mambo mawili Mnyororo wa maamuzi Mnyororo wa thamani Mtafiti  Dr Josephat Consiane,neutral,dira ya madini africa awamu ya imelenga mambo mawili mnyororo wa maamuzi mnyororo wa thamani mtafiti dr josephat consiane,1
Leo Januari 20 2020 ndiyo mwisho wa zoezi la usajili wa laini kwa alama za vidole baada ya kuongezwa siku 20 na R,positive,leo januari ndiyo mwisho wa zoezi la usajili wa laini kwa alama za vidole baada ya kuongezwa siku na r,2
Na umetuma shilingi ngapi kutoka namba gani kwenda namba gani kwa msaada zaidiSuzy,neutral,na umetuma shilingi ngapi kutoka namba gani kwenda namba gani kwa msaada zaidisuzy,1
Mabishano ya mashabiki Simba Yanga kuelekea mechi ya watani via,neutral,mabishano ya mashabiki simba yanga kuelekea mechi ya watani via,1
Babe wako akiwa comfortable zaidi kujipost yupo na ma bestie wa opposite sex kuliko akiwa na wewe wewe kama wewe unachukuliajeeeee etii,neutral,babe wako akiwa comfortable zaidi kujipost yupo na ma bestie wa opposite sex kuliko akiwa na wewe wewe kama wewe unachukuliajeeeee etii,1
Serikali ina mifumo mizuri na shirikishi kwa Vijana ila sisi kama vijana hatujachukua hatua ya kujihusisha na mifumo hi,positive,serikali ina mifumo mizuri na shirikishi kwa vijana ila sisi kama vijana hatujachukua hatua ya kujihusisha na mifumo hi,2
Je wajua Matatizo ya macho hususani kwa mtu ambaye hawezi kuona mbali inahusishwa kutokana kuwa na uwezo mkubwa wa akili,neutral,je wajua matatizo ya macho hususani kwa mtu ambaye hawezi kuona mbali inahusishwa kutokana kuwa na uwezo mkubwa wa akili,1
Baada ya miezi miwili Januari 2020 Zadok Prescott alitengeneza App inaoitwa Piki ilikuwa inafanya kazi ile ile na kwa baha,neutral,baada ya miezi miwili januari zadok prescott alitengeneza app inaoitwa piki ilikuwa inafanya kazi ile ile na kwa baha,1
VIDEOMuunganiko wa video za wapishi wakifanya ufundi namna ya wanavyopika video hiyo ilitikisa mitandaoni nchini China,neutral,videomuunganiko wa video za wapishi wakifanya ufundi namna ya wanavyopika video hiyo ilitikisa mitandaoni nchini china,1
Hivi ukiambiwa na mke wako wewe ni mwanaume gani nakulisha kila siku sasa nina mwanaume mwingine anataka kunioa unamfan,negative,hivi ukiambiwa na mke wako wewe ni mwanaume gani nakulisha kila siku sasa nina mwanaume mwingine anataka kunioa unamfan,0
Daladala zinawezaje kupunguza foleni kwa kupita kwenye miundombinu ya mwendokasi na zitatumia vituo gani,neutral,daladala zinawezaje kupunguza foleni kwa kupita kwenye miundombinu ya mwendokasi na zitatumia vituo gani,1
Watoto wa Kike wana maoni gani kuhusu majukwaa ya kidijitali na matumizi yake,neutral,watoto wa kike wana maoni gani kuhusu majukwaa ya kidijitali na matumizi yake,1
Katika ofisi za Leo tukijadiliana na walimu wa shule 10 za Sekondari na Msingi kufuatia muendelezo wa maazimio ya,neutral,katika ofisi za leo tukijadiliana na walimu wa shule za sekondari na msingi kufuatia muendelezo wa maazimio ya,1
Kuna siku nilikutana na wewe somewhere niko mzigoni ukanipa faraja pole na kazi kuna kitu ndani yako Insaallah,positive,kuna siku nilikutana na wewe somewhere niko mzigoni ukanipa faraja pole na kazi kuna kitu ndani yako insaallah,2
condom huzuia mimba zisizotarajiwa na haliyakuwa mnajamiana tuachane na hilo condom pia inakukinga na maambuki,neutral,condom huzuia mimba zisizotarajiwa na haliyakuwa mnajamiana tuachane na hilo condom pia inakukinga na maambuki,1
Mfahamu 0kb virus na namna ya kupambana nae Katika matumizi ya kila siku ya kompyuta yako pengine umewahi kukutana na kir,neutral,mfahamu kb virus na namna ya kupambana nae katika matumizi ya kila siku ya kompyuta yako pengine umewahi kukutana na kir,1
Leo tumezindua rasmi Maadhimisho ya wiki ya Huduma kwa mteja katika tawi letu la MwengeDSM Tumeongeza muda wa utoaji h,neutral,leo tumezindua rasmi maadhimisho ya wiki ya huduma kwa mteja katika tawi letu la mwengedsm tumeongeza muda wa utoaji h,1
Nakukumbusha matumizi Ya dawa za Dharura za uzazi wa mpango P2 yanaweza kusababisha ukawahi kuona hedhi kabla ya muda n,negative,nakukumbusha matumizi ya dawa za dharura za uzazi wa mpango p yanaweza kusababisha ukawahi kuona hedhi kabla ya muda n,0
Wateja wetu ndio biashara yetu vilevile ndio nguvu yetu Mtoto wako anasoma Tuition wapi tunatoa huduma,neutral,wateja wetu ndio biashara yetu vilevile ndio nguvu yetu mtoto wako anasoma tuition wapi tunatoa huduma,1
Ukiangalia kete za mama kila atakayo gusa analiwahaihusiani na kesi ya FAM kweli,neutral,ukiangalia kete za mama kila atakayo gusa analiwahaihusiani na kesi ya fam kweli,1
Waziri Mkuu Mh amewataka Mawaziri na Naibu Mawaziri kujiepusha na utoaji wa matamko yasiyotekelezeka ili kuepuka mikanganyiko Serikalini,neutral,waziri mkuu mh amewataka mawaziri na naibu mawaziri kujiepusha na utoaji wa matamko yasiyotekelezeka ili kuepuka mikanganyiko serikalini,1
Mungu akusimamie kamanda Kwa support kama hizo mtu anaamua kuunga mkono juhudi tena kwa hoja dhaifu kabsa Laana,neutral,mungu akusimamie kamanda kwa support kama hizo mtu anaamua kuunga mkono juhudi tena kwa hoja dhaifu kabsa laana,1
RC Geita Robert Gabriel amepandisha Bendera ya robo tatu mlingoti ikiwa ni kiashiria kuwa bado kuna Kaya hazi,neutral,rc geita robert gabriel amepandisha bendera ya robo tatu mlingoti ikiwa ni kiashiria kuwa bado kuna kaya hazi,1
Kuna brother etu alitajiwa mazaga huko kaskazini mashariki hadi baadhi ya ndugu wa Mke wakainuka kumtetea Mmeona sab,negative,kuna brother etu alitajiwa mazaga huko kaskazini mashariki hadi baadhi ya ndugu wa mke wakainuka kumtetea mmeona sab,0
Spika wa Bunge Job Ndugai amesema madai ya Mbunge wa Singida Mashariki Tundu Lissu kuwa Bunge halijamlipa fedha zozote tangu ashambuliwe hayana ukweli Tazama zaidi gtgt,negative,spika wa bunge job ndugai amesema madai ya mbunge wa singida mashariki tundu lissu kuwa bunge halijamlipa fedha zozote tangu ashambuliwe hayana ukweli tazama zaidi gtgt,0
Spika wa Bunge aliposhiriki Mkutano wa Jukwaa la Maspika wa Mabunge ya nchi za Afrika Mashariki uliofanyika Arusha,positive,spika wa bunge aliposhiriki mkutano wa jukwaa la maspika wa mabunge ya nchi za afrika mashariki uliofanyika arusha,2
BODI YA REA YAKAGUA MIRADI YA UMEME VIJIJINI UKEREWE Veronica Simba  Mwanza Bodi ya Wakurugenzi wa Wakala wa Nishati Vijijini REB leo Oktoba 6 2019 imefanya ziara wilayani Ukerewe Mkoa wa Mwanza,positive,bodi ya rea yakagua miradi ya umeme vijijini ukerewe veronica simba mwanza bodi ya wakurugenzi wa wakala wa nishati vijijini reb leo oktoba imefanya ziara wilayani ukerewe mkoa wa mwanza,2
Hakuna Chama Imara Chama imara husimama kwa kutumia itikadi sera na hoja na si mabavu ya kimamlaka ujanj,neutral,hakuna chama imara chama imara husimama kwa kutumia itikadi sera na hoja na si mabavu ya kimamlaka ujanj,1
Anko Unamwambiaje Jamaa Yetu Maana Kajikakamua Awezavyo Muangalizie Chochote Umpatie,neutral,anko unamwambiaje jamaa yetu maana kajikakamua awezavyo muangalizie chochote umpatie,1
Wanaume wagumu kulipa mikopo,negative,wanaume wagumu kulipa mikopo,0
Naondoka Libya nikiwa na moyo mzito na wasiwasi sana Matumaini yangu ni kwamba bado inawezekana kuepuka mapigano ndani na karibu ya Tripoli unajitolea kuwezesha suluhu ya kisiasa na kuwasaidia raia wa Libya  ziarani Libya,negative,naondoka libya nikiwa na moyo mzito na wasiwasi sana matumaini yangu ni kwamba bado inawezekana kuepuka mapigano ndani na karibu ya tripoli unajitolea kuwezesha suluhu ya kisiasa na kuwasaidia raia wa libya ziarani libya,0
JEULISHAWAHI KUWAZA HIZI NI BIASHARA  1 Event planning 2 Photographer 3 IT consultant 4 Social media consultant 5 Per,positive,jeulishawahi kuwaza hizi ni biashara event planning photographer it consultant social media consultant per,2
Nyumba ya ya bomolewa kupisha barabara,negative,nyumba ya ya bomolewa kupisha barabara,0
Habari Ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tulikuwa na tatizo la mtandao ila kwa sasa huduma ya internet imerejea vilevile tumeweza kufidia Mbs ambazo hukuweza kuzitumia kulingana na kifurushi ulichonunua Ah,neutral,habari ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tulikuwa na tatizo la mtandao ila kwa sasa huduma ya internet imerejea vilevile tumeweza kufidia mbs ambazo hukuweza kuzitumia kulingana na kifurushi ulichonunua ah,1
Ahsante kwa kuwasiliana nasi Pole sana tatizo lako tumelipeleka idara husika tutakujulisha likishapatiwa ufumbuzi ndani ya masaa 72 ya kazi ahsante kwa kuchagua VodacomFB,neutral,ahsante kwa kuwasiliana nasi pole sana tatizo lako tumelipeleka idara husika tutakujulisha likishapatiwa ufumbuzi ndani ya masaa ya kazi ahsante kwa kuchagua vodacomfb,1
Asanteni sana kwa kutafsiri kazi yetu hapa  ni lugha muhimu,positive,asanteni sana kwa kutafsiri kazi yetu hapa ni lugha muhimu,2
Haya mambo ya kupeana hela na zawadi kwenye mapenzi yana pande mbili wazeekama hutoi usitegemee kupokea,neutral,haya mambo ya kupeana hela na zawadi kwenye mapenzi yana pande mbili wazeekama hutoi usitegemee kupokea,1
Ndiyo unaweza kupata mkopo Tafadhali unaweza kutembelea tawi letu lililo karibu nawe ukiwa na mkataba wako wa ajira barua ya utambulisho kutoka kwa mwajiri wako na salary slip yako angalau ya miezi mitatu na kuendelea VN,neutral,ndiyo unaweza kupata mkopo tafadhali unaweza kutembelea tawi letu lililo karibu nawe ukiwa na mkataba wako wa ajira barua ya utambulisho kutoka kwa mwajiri wako na salary slip yako angalau ya miezi mitatu na kuendelea vn,1
Yai linapenda kukuumbua mbele ya Hadhara Ila ukae chooni sasa ujisemeshelinashuka balaa,neutral,yai linapenda kukuumbua mbele ya hadhara ila ukae chooni sasa ujisemeshelinashuka balaa,1
Kama sheria za madini zinazokinzana zikipatikana na kuwasilishwa kwa kupitia jukwaa la kwa itasaidia,neutral,kama sheria za madini zinazokinzana zikipatikana na kuwasilishwa kwa kupitia jukwaa la kwa itasaidia,1
Ahsante kwa kuwasiliana nasi Pole sana kwa changamoto uliyoipata Tunapenda kukufahamisha kuwa wateja wote walipewa MB 300 kama pole,positive,ahsante kwa kuwasiliana nasi pole sana kwa changamoto uliyoipata tunapenda kukufahamisha kuwa wateja wote walipewa mb kama pole,2
Unataka kusema mtu MAHUTIHUTI anapaswa kuzinduka  afuate utaratibu LISSU pia ni mtu sio CHAMA,neutral,unataka kusema mtu mahutihuti anapaswa kuzinduka afuate utaratibu lissu pia ni mtu sio chama,1
Habari Gisela Macha asante kwa taarifa tumezichukua ila namba yetu ya tigo huduma kwa wateja ni 0713800800 endapo kama ukipigiwa na namba tofauti na hiyo fahamu kuwa namba hiyo sio ya tigo,neutral,habari gisela macha asante kwa taarifa tumezichukua ila namba yetu ya tigo huduma kwa wateja ni endapo kama ukipigiwa na namba tofauti na hiyo fahamu kuwa namba hiyo sio ya tigo,1
Labda ili mko ajiunge na cuf ama ni namna gani wajameni,neutral,labda ili mko ajiunge na cuf ama ni namna gani wajameni,1
Habari huduma hiyo bado ipo kwenye maboresho tunakushauri kutumia simbanking kufanya miamala kutoka kwenye akaunti kwenda kwenye simu,positive,habari huduma hiyo bado ipo kwenye maboresho tunakushauri kutumia simbanking kufanya miamala kutoka kwenye akaunti kwenda kwenye simu,2
Betting Ina Pande Mbili Kupata Na Kukosa Kukata Tamaa Ni Mwiko Premier Bet Watu Wanajipigia Mpunga Kimya2 Mwamba,neutral,betting ina pande mbili kupata na kukosa kukata tamaa ni mwiko premier bet watu wanajipigia mpunga kimya mwamba,1
Waziri Nape Nnauye alipokutana na Wachezaji wa Serengeti Boys leo asubuhi 1892016,positive,waziri nape nnauye alipokutana na wachezaji wa serengeti boys leo asubuhi,2
Pole sana mteja wetutunaomba tufahamueneo unalopata changamoto na namba yako ya simu,neutral,pole sana mteja wetutunaomba tufahamueneo unalopata changamoto na namba yako ya simu,1
MAUAJI POLISI NA RAIA UVINZA Waziri wa Mambo ya Ndanj Mh Kangi Lugola amemuagiza IGP awaondoe ktk nafasi zao Kaimu Kamanda wa Polisi Mkoa wa Kigoma wakati wa,negative,mauaji polisi na raia uvinza waziri wa mambo ya ndanj mh kangi lugola amemuagiza igp awaondoe ktk nafasi zao kaimu kamanda wa polisi mkoa wa kigoma wakati wa,0
I have another legit question ni responsibility ya nani kuhakikusha mwanamke hapati ujauzito,neutral,i have another legit question ni responsibility ya nani kuhakikusha mwanamke hapati ujauzito,1
UZINDUZI Jukwaa la TAFAKURI Urithi Wetu Mlimani City  Cinemax Dar es Salaam  Tanzania Jumamosi Tarehe 30 Machi 2019,neutral,uzinduzi jukwaa la tafakuri urithi wetu mlimani city cinemax dar es salaam tanzania jumamosi tarehe machi,1
Wabunge wa Bunge la Jamhuri ya Muungano wa Tanzania leo wamefanya mazoezi na wachezaji wa timu ya Taifa ya Tanzania Bara Kili Stars huko Kampala nchini Uganda Wabunge hao wanashiriki Mashindano ya mabunge ya,neutral,wabunge wa bunge la jamhuri ya muungano wa tanzania leo wamefanya mazoezi na wachezaji wa timu ya taifa ya tanzania bara kili stars huko kampala nchini uganda wabunge hao wanashiriki mashindano ya mabunge ya,1
Huu mpira huu sijui huwa anapata furaha kwenye Timu ipi huku kule,negative,huu mpira huu sijui huwa anapata furaha kwenye timu ipi huku kule,0
Willy Gamba tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani E2G3GH au 4G,positive,willy gamba tunaomba kufahamu unapowasha data kwenye simu yako unapata alama gani eggh au g,2
Then kuna kina hatupo karibu umamani wala ubabani kote tunaonekana kwa matukiosisi ni wale both wazazi wa,neutral,then kuna kina hatupo karibu umamani wala ubabani kote tunaonekana kwa matukiosisi ni wale both wazazi wa,1
Mpaka sasa thamani ya mauzo ya hisa katika Soko la Hisa la Dar es Salaam DSE yamefikia Sh bilioni 7500 katika,positive,mpaka sasa thamani ya mauzo ya hisa katika soko la hisa la dar es salaam dse yamefikia sh bilioni katika,2
Uganda yajihadhari kabla ya shari kwa kuchanja wahudumu wa afya dhidi ya Ebola,neutral,uganda yajihadhari kabla ya shari kwa kuchanja wahudumu wa afya dhidi ya ebola,1
SaaWatchWoch AngaliaWatchWach,neutral,saawatchwoch angaliawatchwach,1
Wakuu naomba support mwa Mtanzania mwenzetu aondoke na ushindi Link Chagua FLORINYAHTanzania,neutral,wakuu naomba support mwa mtanzania mwenzetu aondoke na ushindi link chagua florinyahtanzania,1
Kwa upande wa Bodi na Wafanyakazi wa TRC Serikali inatarajia kuwa mtaendelea kutoa huduma bora kwa kuzingatia uzalend,neutral,kwa upande wa bodi na wafanyakazi wa trc serikali inatarajia kuwa mtaendelea kutoa huduma bora kwa kuzingatia uzalend,1
Dodoma Watu 29 wamejeruhiwa katika ajali iliyohusisha lori na treni jijini Dodoma Kamanda wa Polisi Mkoani Dodoma Gilles Muroto amethibitisha kutokea kwa ajali hiyo Mkuu wa Wilaya ya DodomaPatrobas Katambi,negative,dodoma watu wamejeruhiwa katika ajali iliyohusisha lori na treni jijini dodoma kamanda wa polisi mkoani dodoma gilles muroto amethibitisha kutokea kwa ajali hiyo mkuu wa wilaya ya dodomapatrobas katambi,0
Wale wa Leo tukamseme Nani Sijui Good morning yallLive and Let Live,neutral,wale wa leo tukamseme nani sijui good morning yalllive and let live,1
Kusaka kujulikana sometimes katika mambo kama haya ndani ya kipindi hiki ni kujiongezea matatizo tu play,neutral,kusaka kujulikana sometimes katika mambo kama haya ndani ya kipindi hiki ni kujiongezea matatizo tu play,1
Nimezaliwa katika familia ya kitajiri lakini utajiri wangu si wa kurithi kila nilichonacho nimetengeneza mwenyewe Powerful,neutral,nimezaliwa katika familia ya kitajiri lakini utajiri wangu si wa kurithi kila nilichonacho nimetengeneza mwenyewe powerful,1
Repost from using repostregramapp  Jumanne ya leo tunaanza na Mechi za Robo Fainali ya,neutral,repost from using repostregramapp jumanne ya leo tunaanza na mechi za robo fainali ya,1
Leo si ndio 2611 basi fika viwanja vya jamhuri hapa Dodoma tuweze kuelimika kwa pamoja na kuelewa hali ya ukatili ilivyo n,positive,leo si ndio basi fika viwanja vya jamhuri hapa dodoma tuweze kuelimika kwa pamoja na kuelewa hali ya ukatili ilivyo n,2
ndio bei yake ndugu mteja kwenye miradi ya umeme ndio kuna punguzo la gharama,neutral,ndio bei yake ndugu mteja kwenye miradi ya umeme ndio kuna punguzo la gharama,1
Mimi ni binti wa miaka 25 nilikuwa nafanya kazi kampuni flani nikakutana na mzee flani ambaye alikuja Kama mteja akawa in,neutral,mimi ni binti wa miaka nilikuwa nafanya kazi kampuni flani nikakutana na mzee flani ambaye alikuja kama mteja akawa in,1
Habari tunaomba namba yako kwa msaada ZaidiJuma,neutral,habari tunaomba namba yako kwa msaada zaidijuma,1
Ukipewa mchongo ukapewa CASH Tsh MILIONI MOJA na ukatakiwa uipangie matumizi yote uimalize jioni hiihii utaifanyia nini,neutral,ukipewa mchongo ukapewa cash tsh milioni moja na ukatakiwa uipangie matumizi yote uimalize jioni hiihii utaifanyia nini,1
Yani hujui whats wronghao walimu wakufundisha hayo masomo kwa kiswahili level zote mpaka chuo unaovitabu unavyo,neutral,yani hujui whats wronghao walimu wakufundisha hayo masomo kwa kiswahili level zote mpaka chuo unaovitabu unavyo,1
naombeni mfanye yafuatayo wekeni namba za TigopesaMpesa etc tafuteni mtu wa coordination na kutoa updates o,neutral,naombeni mfanye yafuatayo wekeni namba za tigopesampesa etc tafuteni mtu wa coordination na kutoa updates o,1
Namshukuru sana kaka mkubwa kwa kunilipia miaezi mitatu ya kunipeleka Sober house ili niachane na madawa,positive,namshukuru sana kaka mkubwa kwa kunilipia miaezi mitatu ya kunipeleka sober house ili niachane na madawa,2
Serikali inekanusha taarifa inayosambaa kwa njia ya video kupitia kituo cha televisheni cha China cha CCTVAfrika ikielezea kuwepo kwa viashiria vya kundi la AlShaabab Tanzania,positive,serikali inekanusha taarifa inayosambaa kwa njia ya video kupitia kituo cha televisheni cha china cha cctvafrika ikielezea kuwepo kwa viashiria vya kundi la alshaabab tanzania,2
Hatukuwa tayari kimataifa Zahera gt,negative,hatukuwa tayari kimataifa zahera gt,0
Pesa haikupi kila kitu lakini kila kitu kinataka pesa,positive,pesa haikupi kila kitu lakini kila kitu kinataka pesa,2
Gazeti la Leo Alhamisi Disemba 12 2019,neutral,gazeti la leo alhamisi disemba,1
Habari Tafadhali tuandikie namba yako ya simu kwa msaadaSalim,positive,habari tafadhali tuandikie namba yako ya simu kwa msaadasalim,2
Ukimya una mahusiano na uwogasema alikuchafua mwanangu lakini nilikupambania sana hujawahi tu ku appreciate,neutral,ukimya una mahusiano na uwogasema alikuchafua mwanangu lakini nilikupambania sana hujawahi tu ku appreciate,1
Na hivi ndivyo viwango vyetu vya kubadilishia fedha za kigeni leo tarehe 17 Mei 2019,neutral,na hivi ndivyo viwango vyetu vya kubadilishia fedha za kigeni leo tarehe mei,1
Tumekataza kupeama mikono au kugusana kwa namna yoyote ile lakini tumesahau swala usafiri wa uma daladala Kuna mbanano,neutral,tumekataza kupeama mikono au kugusana kwa namna yoyote ile lakini tumesahau swala usafiri wa uma daladala kuna mbanano,1
Mwambie busara yake apeleke kwenye vikao vya familia coz Kila MTU anapost kitu chochote Me nmefrah kuona waha hapo,neutral,mwambie busara yake apeleke kwenye vikao vya familia coz kila mtu anapost kitu chochote me nmefrah kuona waha hapo,1
Kuna mtu  watu  wame risk maisha yao kwa ajili ya maendeleo ya watu katika nyanja zote za maisha,neutral,kuna mtu watu wame risk maisha yao kwa ajili ya maendeleo ya watu katika nyanja zote za maisha,1
Umeme waondoa sifuri sekondari Lindi gt,positive,umeme waondoa sifuri sekondari lindi gt,2
Watu wengi hukosa furaha kutokana na kuishi maisha ya watu wengine Kupitia leo,neutral,watu wengi hukosa furaha kutokana na kuishi maisha ya watu wengine kupitia leo,1
Mtu pekee ndani ya CCM ambaye nnauhakika kabisa kama angekuwepo angeipinga na kuwatukana Wahusika wa Biashara hii ya kunun,neutral,mtu pekee ndani ya ccm ambaye nnauhakika kabisa kama angekuwepo angeipinga na kuwatukana wahusika wa biashara hii ya kunun,1
Basi October upunguze ubahili kidogoJipendeWapende wanaokuzungukaSali sanaFanya kazi kwa bidiiUsisahau kuishina,neutral,basi october upunguze ubahili kidogojipendewapende wanaokuzungukasali sanafanya kazi kwa bidiiusisahau kuishina,1
Unahisi ni lugha ndio kikwazo cha ufaulu masomo ya sayansiyani yakifundishwa kwa kiswahili watafaulu sana au ni ubora wa elimu inayotelewa na shule zetu za gavooso tukomae tu kuiboresha yaendelee kufundishwa kiingerezanini maoni yako,neutral,unahisi ni lugha ndio kikwazo cha ufaulu masomo ya sayansiyani yakifundishwa kwa kiswahili watafaulu sana au ni ubora wa elimu inayotelewa na shule zetu za gavooso tukomae tu kuiboresha yaendelee kufundishwa kiingerezanini maoni yako,1
Unaambiwa yake inaweza ikakuponya na ukasahau machungu yaliyosababishwa na Ronaldo na Simba pale Taifa,positive,unaambiwa yake inaweza ikakuponya na ukasahau machungu yaliyosababishwa na ronaldo na simba pale taifa,2
King of Interview Showswakuda mnaniuliza sio Queen kweli King si Masculine Ndio nasema ni King wa Interview k,neutral,king of interview showswakuda mnaniuliza sio queen kweli king si masculine ndio nasema ni king wa interview k,1
Kule Kwetu Usukumani Hili Ni Jambo la Kawaida Sana Utamaduni na Utaratibu Ambao Tuko Nao na Tuko Tu Sawa,neutral,kule kwetu usukumani hili ni jambo la kawaida sana utamaduni na utaratibu ambao tuko nao na tuko tu sawa,1
Waziri wa Maliasili na Utalii Dkt ameutaka uongozi wa Kijiji cha Makao wilayani Meatu kujenga Shule ya kisasa ya Sekondari kutokana na mapato ya Utalii wanayopata,neutral,waziri wa maliasili na utalii dkt ameutaka uongozi wa kijiji cha makao wilayani meatu kujenga shule ya kisasa ya sekondari kutokana na mapato ya utalii wanayopata,1
Follow  kijana safi kaja Twitter mwaka huu Tukimsaidia akafikia followers 100 asubuhi,positive,follow kijana safi kaja twitter mwaka huu tukimsaidia akafikia followers asubuhi,2
Ni mdau wa vitu vingi Kiasi kwamba nashindwa kuamua kipi ndicho cha muhimu zaidi kwangu Vyote ni muhimu,neutral,ni mdau wa vitu vingi kiasi kwamba nashindwa kuamua kipi ndicho cha muhimu zaidi kwangu vyote ni muhimu,1
Baada ya taratibu za ndani kuhusu Ligi Kuu ya wanawake kukamilika tutangaza tarehe rasmi ya kuanza kwa Ligi hiyo,neutral,baada ya taratibu za ndani kuhusu ligi kuu ya wanawake kukamilika tutangaza tarehe rasmi ya kuanza kwa ligi hiyo,1
Hadi kufikia Aprili 2019 Serikali imechukua hatua mbalimbali za kuongeza ukwasi kwenye uchumi il,positive,hadi kufikia aprili serikali imechukua hatua mbalimbali za kuongeza ukwasi kwenye uchumi il,2
Ukipiga 15002 unajiweka kwenye nafasi ya kuibuka na milioni moja mwisho wa mwezi Cha kufanya ni kutuma au kupokea pesa mara nyingi uwezavyo kupitia Ezypesa Ni easy na Ezypesa,neutral,ukipiga unajiweka kwenye nafasi ya kuibuka na milioni moja mwisho wa mwezi cha kufanya ni kutuma au kupokea pesa mara nyingi uwezavyo kupitia ezypesa ni easy na ezypesa,1
Jeshi la Polisi nchini Kitengo cha Usalama Barabarani limetoa tahadhari kwa madereva wote wasio he,positive,jeshi la polisi nchini kitengo cha usalama barabarani limetoa tahadhari kwa madereva wote wasio he,2
Zimebaki siku nne kwenda mazinyungu Bado napo michango pia kwa ambao wanahitaj kwenda unaweza kuni DM  kupiga 06843839,neutral,zimebaki siku nne kwenda mazinyungu bado napo michango pia kwa ambao wanahitaj kwenda unaweza kuni dm kupiga,1
Hyo picha inaangalia mbele pembeni,neutral,hyo picha inaangalia mbele pembeni,1
Habari David Asante kwa ushauri wako tutaufanyia kaziJ,neutral,habari david asante kwa ushauri wako tutaufanyia kazij,1
Dkt  Kalemani atoa mwezi mmoja kwa Vijiji vyote vya Jjiji la Arusha kupata umeme Waziri wa Nishati Dkt Medard Kaleman,neutral,dkt kalemani atoa mwezi mmoja kwa vijiji vyote vya jjiji la arusha kupata umeme waziri wa nishati dkt medard kaleman,1
Pendekezo la 20 linatoa mamlaka yasiyo ya kawaida ya kudhibiti maudhui ikisisitiza kwamba kila bango litakaloandaliwa,positive,pendekezo la linatoa mamlaka yasiyo ya kawaida ya kudhibiti maudhui ikisisitiza kwamba kila bango litakaloandaliwa,2
